bank_name,field,value,source_url,source_type,access_date,verification_status,notes
Sparebanken Vest,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Sparebanken Vest,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Sparebanken Sor,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Sparebanken Sor,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Sparebanken Sor,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Lansforsakringar Bank,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Lansforsakringar Bank,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Lansforsakringar Bank,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Leeds Building Society,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Leeds Building Society,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Leeds Building Society,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
KBC Brussels,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
KBC Brussels,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
KBC Brussels,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Belfius Bank,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Belfius Bank,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Belfius Bank,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Banca di Asti,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Banca di Asti,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Banca di Asti,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Caja Rural de Navarra,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Caja Rural de Navarra,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Caja Rural de Navarra,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Laboral Kutxa,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Laboral Kutxa,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Laboral Kutxa,press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Nova Ljubljanska Banka (NLB),annual_report_url,,,annual_report,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Nova Ljubljanska Banka (NLB),case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,No strict source validated yet for this field.
Nova Ljubljanska Banka (NLB),press_release_url,,,press_release,2026-02-12,pending_source_validation,No strict source validated yet for this field.
