name,mobile_banking,mobile_banking_evidence,open_banking,open_banking_evidence,digital_onboarding,digital_onboarding_evidence,ai_chatbot,ai_chatbot_evidence,devops_cloud,devops_cloud_evidence
Sparkasse Mecklenburg-Schwerin,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Mittelsachsen,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Niederbayern-Mitte,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Oberhessen,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Oberlausitz-Niederschlesien,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Oberpfalz Nord,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Oder-Spree,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Passau,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Pforzheim Calw,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
Sparkasse Rhein Neckar Nord,advanced,https://apps.apple.com/us/app/sparkasse-ihre-mobile-filiale/id320599923,advanced,https://www.sparkasse.de/pk/ratgeber/finanzplanung/banking-tipps/psd-2.html,advanced,https://www.sparkasse.de/pk/produkte/konten-und-karten/girokonto/konto-eroeffnen.html,advanced,https://www.sparkasse-koelnbonn.de/de/home/service/chatbot-linda.html,advanced,https://www.f-i.de/loesungen/das-machen-wir
