bank_name,field,value,source_url,source_type,access_date,verification_status,notes
SpareBank 1 SR-Bank,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
SpareBank 1 SR-Bank,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
SpareBank 1 SMN,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
SpareBank 1 SMN,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
SpareBank 1 SMN,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
SpareBank 1 Nord-Norge,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
SpareBank 1 Nord-Norge,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
SpareBank 1 Nord-Norge,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Sparebanken Vest,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Sparebanken Vest,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Sparebanken Vest,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Sparebanken Sor,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Sparebanken Sor,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Sparebanken Sor,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Lansforsakringar Bank,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Lansforsakringar Bank,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Lansforsakringar Bank,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Leeds Building Society,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Leeds Building Society,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Leeds Building Society,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
KBC Brussels,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
KBC Brussels,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
KBC Brussels,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Belfius Bank,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Belfius Bank,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Belfius Bank,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Banca di Asti,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Banca di Asti,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Banca di Asti,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Caja Rural de Navarra,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Caja Rural de Navarra,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Caja Rural de Navarra,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Laboral Kutxa,annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Laboral Kutxa,case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Laboral Kutxa,press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
Nova Ljubljanska Banka (NLB),annual_report_url,,,annual_report,2026-02-12,pending_source_validation,Pending strict validation.
Nova Ljubljanska Banka (NLB),case_study_url,,,case_study_or_tech_source,2026-02-12,pending_source_validation,Pending strict validation.
Nova Ljubljanska Banka (NLB),press_release_url,,,press_release,2026-02-12,pending_source_validation,Pending strict validation.
