country,country_code,bank_name,city,website,parent_group,source_url,access_date,status,notes
Germany,DE,Sparkasse Mecklenburg-Schwerin,Schwerin,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Siegen,Siegen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Hohenzollerische Landesbank Kreissparkasse Sigmaringen,Sigmaringen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Hegau-Bodensee,Singen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Stadt-Sparkasse Solingen,Solingen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Sonneberg,Sonneberg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Stade,Stade,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Niederbayern-Mitte,Straubing,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Märkisch-Oderland,Strausberg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Diepholz,Syke,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Traunstein-Trostberg,Traunstein,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Trier,Trier,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Tübingen,Tübingen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Ulm,Ulm,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Hilden-Ratingen-Velbert,Velbert,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Verden,Verden (Aller),,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Schwarzwald-Baar,Villingen-Schwenningen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Kreissparkasse Waiblingen,Waiblingen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Hochrhein,Waldshut-Tiengen,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Müritz-Sparkasse,Waren (Müritz),,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Oberpfalz Nord,Weiden in der Oberpfalz,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Nassauische Sparkasse,Wiesbaden,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Mecklenburg-Nordwest,Wismar,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Stadtsparkasse Wuppertal,Wuppertal,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Mainfranken Würzburg,Würzburg,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Burgenlandkreis,Zeitz,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Rotenburg Osterholz,Zeven,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Oberlausitz-Niederschlesien,Zittau,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Germany,DE,Sparkasse Zwickau,Zwickau,,Sparkassen-Finanzgruppe,https://de.wikipedia.org/wiki/Liste_der_Sparkassen_in_Deutschland,2026-02-12,enumerated,Extracted from “Bestehende Sparkassen” table.
Spain,ES,CaixaBank,Valencia,https://www.caixabank.es,CECA,https://www.ceca.es/notas-prensa/las-entidades-asociadas-a-ceca-alcanzan-un-preacuerdo-de-convenio-colectivo-para-los-proximos-tres-anos/,2026-02-12,enumerated,Named as CECA-associated entity in CECA communication.
Spain,ES,Unicaja Banco,Malaga,https://www.unicajabanco.es,CECA,https://www.ceca.es/notas-prensa/las-entidades-asociadas-a-ceca-alcanzan-un-preacuerdo-de-convenio-colectivo-para-los-proximos-tres-anos/,2026-02-12,enumerated,Named as CECA-associated entity in CECA communication.
Spain,ES,ABANCA,A Coruna,https://www.abanca.com,CECA,https://www.ceca.es/notas-prensa/las-entidades-asociadas-a-ceca-alcanzan-un-preacuerdo-de-convenio-colectivo-para-los-proximos-tres-anos/,2026-02-12,enumerated,Named as CECA-associated entity in CECA communication.
Spain,ES,Ibercaja Banco,Zaragoza,https://www.ibercaja.es,CECA,https://www.ceca.es/notas-prensa/las-entidades-asociadas-a-ceca-alcanzan-un-preacuerdo-de-convenio-colectivo-para-los-proximos-tres-anos/,2026-02-12,enumerated,Named as CECA-associated entity in CECA communication.
Spain,ES,Caixa Ontinyent,Ontinyent,https://www.caixaontinyent.es,CECA,https://www.ceca.es/notas-prensa/las-entidades-asociadas-a-ceca-alcanzan-un-preacuerdo-de-convenio-colectivo-para-los-proximos-tres-anos/,2026-02-12,enumerated,Named as CECA-associated entity in CECA communication.
Spain,ES,Caixa Pollença (Colonya),Pollença,https://www.colonya.es,CECA,https://www.ceca.es/notas-prensa/las-entidades-asociadas-a-ceca-alcanzan-un-preacuerdo-de-convenio-colectivo-para-los-proximos-tres-anos/,2026-02-12,enumerated,Named as CECA-associated entity in CECA communication.
Spain,ES,Cecabank,Madrid,https://www.cecabank.es,CECA,https://www.ceca.es/notas-prensa/las-entidades-asociadas-a-ceca-alcanzan-un-preacuerdo-de-convenio-colectivo-para-los-proximos-tres-anos/,2026-02-12,enumerated,Named as CECA-associated entity in CECA communication.
